ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,demand_pc1,demand_pc1_lower,demand_pc1_upper,demand_pc2,demand_pc2_lower,demand_pc2_upper,demand_pc3,demand_pc3_lower,demand_pc3_upper,demand_pc4,demand_pc4_lower,demand_pc4_upper,demand_pc5,demand_pc5_lower,demand_pc5_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,supply_pc1,supply_pc1_lower,supply_pc1_upper,supply_pc2,supply_pc2_lower,supply_pc2_upper,supply_pc3,supply_pc3_lower,supply_pc3_upper,supply_pc4,supply_pc4_lower,supply_pc4_upper,supply_pc5,supply_pc5_lower,supply_pc5_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2015-09-01,2.93418684605912,1.7804684537177549,2.21964251395067,2.93418684605912,2.93418684605912,-0.9392110854772862,-0.9392110854772862,-0.9392110854772862,0.47698914987987295,0.47698914987987295,0.47698914987987295,-0.23443897038139713,-0.23443897038139713,-0.23443897038139713,0.28483080997351856,0.28483080997351856,0.28483080997351856,0.03126986267742409,0.03126986267742409,0.03126986267742409,-0.07176562306375257,-0.07176562306375257,-0.07176562306375257,-2.4822898024793103,-2.4822898024793103,-2.4822898024793103,0.13621743368270053,0.13621743368270053,0.13621743368270053,-3.701527767014699,-3.701527767014699,-3.701527767014699,-0.3783696433413742,-0.3783696433413742,-0.3783696433413742,0.9753950663253389,0.9753950663253389,0.9753950663253389,-0.0008901212169423502,-0.0008901212169423502,-0.0008901212169423502,0.1992332482197635,0.1992332482197635,0.1992332482197635,1.3438454687822607,1.3438454687822607,1.3438454687822607,0.0,0.0,0.0,1.994975760581834
2015-09-02,2.9333584299045548,1.777142995754103,2.2146651506240307,2.9333584299045548,2.9333584299045548,-0.9377272717901297,-0.9377272717901297,-0.9377272717901297,0.4728674917412273,0.4728674917412273,0.4728674917412273,-0.21623958487351957,-0.21623958487351957,-0.21623958487351957,0.2822097321275852,0.2822097321275852,0.2822097321275852,-0.21779979543233888,-0.21779979543233888,-0.21779979543233888,-0.09972285651412538,-0.09972285651412538,-0.09972285651412538,-2.6322675228243972,-2.6322675228243972,-2.6322675228243972,0.1402077669641511,0.1402077669641511,0.1402077669641511,-3.585154524092905,-3.585154524092905,-3.585154524092905,-0.3751791475446387,-0.3751791475446387,-0.3751791475446387,0.967435190463425,0.967435190463425,0.967435190463425,-0.0008917956632578497,-0.0008917956632578497,-0.0008917956632578497,0.29812071150836916,0.29812071150836916,0.29812071150836916,1.3964195395258978,1.3964195395258978,1.3964195395258978,0.0,0.0,0.0,1.995631158114425
2015-09-03,2.9325300137499895,1.7859235959330604,2.2337736948862257,2.9325300137499895,2.9325300137499895,-0.9367273716064431,-0.9367273716064431,-0.9367273716064431,0.4659699313323862,0.4659699313323862,0.4659699313323862,-0.216508715996958,-0.216508715996958,-0.216508715996958,0.22447605310340865,0.22447605310340865,0.22447605310340865,-0.11910032819149766,-0.11910032819149766,-0.11910032819149766,0.010766972343408522,0.010766972343408522,0.010766972343408522,-2.430350993248442,-2.430350993248442,-2.430350993248442,0.14148413798310117,0.14148413798310117,0.14148413798310117,-3.488023923129705,-3.488023923129705,-3.488023923129705,-0.36895022778305797,-0.36895022778305797,-0.36895022778305797,0.9193407163826894,0.9193407163826894,0.9193407163826894,0.00019439070778322804,0.00019439070778322804,0.00019439070778322804,0.04038076427835333,0.04038076427835333,0.04038076427835333,1.4532428573636453,1.4532428573636453,1.4532428573636453,0.0,0.0,0.0,1.9958026421435462
2015-09-04,2.931701597595424,1.756986056514907,2.197659119600841,2.931701597595424,2.931701597595424,-0.9551124900476275,-0.9551124900476275,-0.9551124900476275,0.37558848184824317,0.37558848184824317,0.37558848184824317,-0.2430455946094724,-0.2430455946094724,-0.2430455946094724,0.19723640598251257,0.19723640598251257,0.19723640598251257,0.10412574194702705,0.10412574194702705,0.10412574194702705,0.03221325127369348,0.03221325127369348,0.03221325127369348,-2.4551038392273985,-2.4551038392273985,-2.4551038392273985,0.13472347502314974,0.13472347502314974,0.13472347502314974,-3.3690982678496533,-3.3690982678496533,-3.3690982678496533,-0.37595224654810394,-0.37595224654810394,-0.37595224654810394,0.6900867846097233,0.6900867846097233,0.6900867846097233,-0.0009818709045181406,-0.0009818709045181406,-0.0009818709045181406,-0.013709240385421087,-0.013709240385421087,-0.013709240385421087,1.5137005895651918,1.5137005895651918,1.5137005895651918,0.0,0.0,0.0,1.9765891075477966
2015-09-05,2.9308731814408584,1.7210956011081608,2.166093880734782,2.930873181440858,2.930873181440858,-1.0026762566481702,-1.0026762566481702,-1.0026762566481702,-0.06493521275277137,-0.06493521275277137,-0.06493521275277137,-0.2884448491543271,-0.2884448491543271,-0.2884448491543271,0.19609020396891635,0.19609020396891635,0.19609020396891635,-0.05236128209128189,-0.05236128209128189,-0.05236128209128189,0.3428049704417369,0.3428049704417369,0.3428049704417369,-2.175300158095703,-2.175300158095703,-2.175300158095703,0.10772162911313488,0.10772162911313488,0.10772162911313488,-1.670221463424528,-1.670221463424528,-1.670221463424528,-0.39958489416897414,-0.39958489416897414,-0.39958489416897414,-0.32713152496419623,-0.32713152496419623,-0.32713152496419623,-0.01923773506341258,-0.01923773506341258,-0.01923773506341258,-0.4043919064485332,-0.4043919064485332,-0.4043919064485332,1.5770158078960663,1.5770158078960663,1.5770158078960663,0.0,0.0,0.0,1.9281969247926882
2015-09-06,2.930044765286293,1.6648469420551104,2.127319693403682,2.930044765286293,2.930044765286293,-1.0371643351608442,-1.0371643351608442,-1.0371643351608442,-0.18557821810926137,-0.18557821810926137,-0.18557821810926137,-0.28986748983949606,-0.28986748983949606,-0.28986748983949606,0.23481563891913693,0.23481563891913693,0.23481563891913693,-0.4547634811598934,-0.4547634811598934,-0.4547634811598934,0.2716771101252634,0.2716771101252634,0.2716771101252634,-2.5622615090297534,-2.5622615090297534,-2.5622615090297534,0.10017110670253059,0.10017110670253059,0.10017110670253059,-1.2337058805972898,-1.2337058805972898,-1.2337058805972898,-0.40342308029495816,-0.40342308029495816,-0.40342308029495816,-0.5803403259604641,-0.5803403259604641,-0.5803403259604641,-0.021246888815321125,-0.021246888815321125,-0.021246888815321125,-0.11716698189943639,-0.11716698189943639,-0.11716698189943639,1.6422641557683453,1.6422641557683453,1.6422641557683453,0.0,0.0,0.0,1.892880430125449
2015-09-07,2.9292163491317273,1.7574560406588022,2.18787369421624,2.9292163491317273,2.9292163491317273,-0.9571515666258452,-0.9571515666258452,-0.9571515666258452,0.31121836438057493,0.31121836438057493,0.31121836438057493,-0.24965460305984485,-0.24965460305984485,-0.24965460305984485,0.2607639442520302,0.2607639442520302,0.2607639442520302,-0.14508417046310135,-0.14508417046310135,-0.14508417046310135,-0.0030121193230988955,-0.0030121193230988955,-0.0030121193230988955,-2.663078132212866,-2.663078132212866,-2.663078132212866,0.1372143058438682,0.1372143058438682,0.1372143058438682,-3.1748166081912745,-3.1748166081912745,-3.1748166081912745,-0.37857944975652125,-0.37857944975652125,-0.37857944975652125,0.5805109173122748,0.5805109173122748,0.5805109173122748,-0.001638713207773294,-0.001638713207773294,-0.001638713207773294,-0.0024665952732477094,-0.0024665952732477094,-0.0024665952732477094,1.7083931608602685,1.7083931608602685,1.7083931608602685,0.0,0.0,0.0,1.9720647825058821
2015-09-08,2.9283879329771625,1.792595199857779,2.252610365903599,2.9283879329771625,2.9283879329771625,-0.9190756677067363,-0.9190756677067363,-0.9190756677067363,0.4015689265045401,0.4015689265045401,0.4015689265045401,-0.2169003177864244,-0.2169003177864244,-0.2169003177864244,0.25822106519197424,0.25822106519197424,0.25822106519197424,-0.2233254062717196,-0.2233254062717196,-0.2233254062717196,-0.03838800140288297,-0.03838800140288297,-0.03838800140288297,-2.8925546768824053,-2.8925546768824053,-2.8925546768824053,0.14404325793223505,0.14404325793223505,0.14404325793223505,-3.590611069282456,-3.590611069282456,-3.590611069282456,-0.3687278905112289,-0.3687278905112289,-0.3687278905112289,0.7384108656848565,0.7384108656848565,0.7384108656848565,0.0031538930587007097,0.0031538930587007097,0.0031538930587007097,0.19923324821965469,0.19923324821965469,0.19923324821965469,1.7742457609560147,1.7742457609560147,1.7742457609560147,0.0,0.0,0.0,2.009312265270426
2015-09-09,2.9275595168225967,1.773068740214674,2.2323175829803352,2.9275595168225967,2.9275595168225967,-0.9181282463521084,-0.9181282463521084,-0.9181282463521084,0.4021890179847072,0.4021890179847072,0.4021890179847072,-0.19579192599035242,-0.19579192599035242,-0.19579192599035242,0.2437300014100371,0.2437300014100371,0.2437300014100371,-0.4721057684813791,-0.4721057684813791,-0.4721057684813791,-0.06836087751399049,-0.06836087751399049,-0.06836087751399049,-3.054836444495809,-3.054836444495809,-3.054836444495809,0.1459354377638968,0.1459354377638968,0.1459354377638968,-3.4840591518258117,-3.4840591518258117,-3.4840591518258117,-0.36122218269620676,-0.36122218269620676,-0.36122218269620676,0.7310581221508381,0.7310581221508381,0.7310581221508381,0.00379088270245292,0.00379088270245292,0.00379088270245292,0.2981207115085668,0.2981207115085668,0.2981207115085668,1.838587486635134,1.838587486635134,1.838587486635134,0.0,0.0,0.0,2.0094312704704884
2015-09-10,2.9267311006680314,1.793769104953361,2.2300951794246613,2.9267311006680314,2.9267311006680314,-0.9177203138351628,-0.9177203138351628,-0.9177203138351628,0.3999133288750981,0.3999133288750981,0.3999133288750981,-0.1934514560447265,-0.1934514560447265,-0.1934514560447265,0.17370759613825112,0.17370759613825112,0.17370759613825112,-0.3674403775008396,-0.3674403775008396,-0.3674403775008396,0.03903321949258952,0.03903321949258952,0.03903321949258952,-2.8582377123486515,-2.8582377123486515,-2.8582377123486515,0.14483193255667454,0.14483193255667454,0.14483193255667454,-3.393729236913896,-3.393729236913896,-3.393729236913896,-0.3502309318555775,-0.3502309318555775,-0.3502309318555775,0.6837615096928442,0.6837615096928442,0.6837615096928442,0.005366703210930588,0.005366703210930588,0.005366703210930588,0.04038076427856576,0.04038076427856576,0.04038076427856576,1.9001366342349228,1.9001366342349228,1.9001366342349228,0.0,0.0,0.0,2.0090107868328686
